year,citation,url
2017,"Joongoo Jeon, Wonjun Choi, Nam Kyung Kim, Yongjae Lee, Sung Joong Kim, ""Improved Safety Injection Flow Model Associated with Target Depressurization during Severe Accident Management"", Korean Nuclear Society, 2017.",
2017,"Uiju Jeong, Yeon Soo Kim, Taeseok Kim, Nam Kyung Kim, Sung Joong Kim, ""Analysis of the Mechanistic Critical Heat Flux Models for Downward Facing Boiling Heat transfer"", Korean Nuclear Society, 2017.",
2017,"Gwang Hyoek Seo, Minwook Na, Doyoung Shin, Hong Hyun Son, Yonghee Kim, Jeong Ik Lee, Sung Joong Kim, ""Development of Conceptual Design for the ATOM Safety System"", Korean Nuclear Society, 2017.",
2017,"Uiju Jeong, Yeon Soo Kim, Taeseok Kim, Nam Kyung Kim, Sung Joong Kim, ""Preliminary Study of Conceptual Design of the ATOM Safety System"", Korean Nuclear Society, 2017.",
2017,"Nam Kyung Kim, Joongoo Jeon, Wonjun Choi, Kyusang Song, Gyoodong Jeun, Sung Joong Kim, ""Investigation of hydrogen risk in the major containment compartments of OPR1000 using MELCOR code under SBO scenario"", Korean Nuclear Society, 2017.",
2017,"Doyoung Shin, Uiju Jeong, Sung Joong Kim, ""PIV Investigation on the Natural Convective Flow inside 8×8 Spent Fuel Assembly"", Korean Nuclear Society, 2017.",
2017,"Wonjun Choi, Joongoo Jeon, Nam Kyung Kim, Sung Joong Kim, ""MELCOR assessment of sequential severe accident mitigation actions under SGTR accident"", Korean Nuclear Society, 2017.",
2017,"Honghyun Son, Yun Sik Cho, Sung Joong Kim, ""Dynamic wetting characteristics attributable for pool boiling heat transfer of FeCrAl- and Cr-layered vertical tubes"", Korean Nuclear Society, 2017.",
2017,"Namgook Kim, Hong Hyun Son, Sung Joong Kim, ""Dynamic wetting behavior on oxidized surfaces and its effect on pool boiling critical heat flux"", Korean Nuclear Society, 2017.",
2017,"Namgook Kim, Hong Hyun Son, Sung Joong Kim, ""Monotonic CHF increase with enhanced wicked liquid volume rate on nanostructured surfaces"", Korean Nuclear Society, 2017.",
2017,"Yun Sik Cho, Hong Hyun Son, Sung Joong Kim, ""Effect of surface wettability and roughness on pool boiling heat transfer of Cr-layered vertical tube."", Korean Nuclear Society, 2017.",
2017,"Taeseok Kim, Jaemin Lee, Wonjoon Choi, Uiju Jeong, Gwang Hyeok Seo, Hong Hyun Son, Sung Joong Kim, ""Enhanced critical heat flux in the downward facing pool boiling using layer-by-layer assembled carbon nanotube"", Transaction of the Korean Nuclear Society Spring Meeting, Jeju, Republic of Korea, 2017.",
2016,"Joongoo Jeon, Doyoung Shin, Wonjun Choi, Nam Kyung Kim, Gyoodong Jeun, Sung Joong Kim, ""Mitigation of Local Hydrogen Combustion by Inertization during Pressurizer Surgeline Failure Induced SBO Accident"", NUTHOS-11, 2016.",
2016,"Wonjun Choi, Nam Kyung Kim, Joongoo Jeon, Gyoodong Jeun, Sung Joong Kim, ""Overall effectiveness of multiple actions of severe accident mitigation strategies of OPR1000 under SBLOCA, SBO, and TLOFW scenarios"", NUTHOS-11, 2016.",
2016,"Uiju Jeong, Kyusang Song, Honghyun Son, Gwang Hyeok Seo, Gyoodong Jeun, Sung Joong Kim, ""An experimental investigation of downward facing critical heat flux in a rectangular channel with the aligned flow obstacles"", NUTHOS-11, 2016.",
2016,"Nam Kyung Kim, Joongoo Jeon, Wonjun Choi, Gyoodong Jeun, Sung Joong Kim, ""Capturing Local Hydrogen Risk in the OPR1000 Containment using MELCOR Simulation under SBO Scenario"", NUTHOS-11, 2016.",
2016,"Doyoung Shin, Uiju Jeong, Gyoodong Jeun, Sung Joong Kim, ""CFD Analysis of Passive Heat Removal by Various Gases in the Spent Fuel Dry Storage System"", NUTHOS-11, 2016.",
2016,"Gwang Hyeok Seo, Uiju Jeong, Honghyun Son, Gyoodong Jeun, Sung Joong Kim, ""Effect of CNT layer on pool boiling critical heat flux using Layer-by-Layer assembly technique"", NUTHOS-11, 2016.",
2016,"Wonjun Choi, Yongjae Lee, Sung Joong Kim, ""Thermal-Hydraulic Analysis of PHWR Containment using MELCOR Code"", NUTHOS-11, 2016.",
2016,"Joongoo Jeon, Nam Kyung Kim, Gyoodong Jeun, Sung Joong Kim, Yong-Jin Cho, ""Assessment of THAI HD Tests by Adjusting MELCOR 2.1 Model"", NTHAS10, 2016.",
2016,"Gwang Hyeok Seo, Honghyun Son, Gyoodong Jeun, Sung Joong Kim, ""Effects of a FeCrAl layer fabricated by sputtering process on pool boiling critical heat flux"", NTHAS10, 2016.",
2016,"Uiju Jeong, Nam Kyung Kim, Hong Hyun Son, Gyoodong Jeun, Sung Joong Kim, ""Effect of the aligned obstacles on subcooled flow boiling in downward inclined rectangular channel"", NTHAS10, 2016.",
2016,"Uiju Jeong, Honghyun Son, Gwang Hyeok Seo, Gyoodong Jeun, Sung Joong Kim, ""Effect of the Aligned Flow Obstacles on Downward-Facing CHF in an Inclined Rectangular Channel"", Korean Nuclear Society, 2016.",
2016,"Kyusang Song, Wonjun Choi, Nam Kyung Kim, Joongoo Jeon, Gyoodong Jeun, Sung Joong Kim, ""MELCOR Simulation of Effects of Cavity Flooding Strategy on the RPV Failure and Containment Leak for OPR1000"", Korean Nuclear Society, 2016.",
2016,"Honghyun Son, Uiju Jeong, Gwang Hyeok Seo, Gyoodong Jeun, Sung Joong Kim, ""Neutralized wettability effect of superhydrophilic Cr-layered surface on pool boiling critical heat flux"", Korean Nuclear Society, 2016.",
2016,"Joongoo Jeon, Wonjun Choi, Nam Kyung Kim, Gyoodong Jeun, Sung Joong Kim, ""MELCOR Simulation of Containment Spray for Potential Regulation of 100TBq Cesium-137 Release from OPR1000"", Korean Nuclear Society, 2016.",
2016,"Gwang Hyeok Seo, Gyoodong Jeun, Sung Joong Kim, ""FeCrAl Layer Fabricated by DC Sputtering Enhances Pool Boiling Critical Heat Flux"", Korean Nuclear Society, 2016.",
2016,"Gwang Hyeok Seo, Uiju Jeong, Honghyun Son, Gyoodong Jeun, Sung Joong Kim, ""Development of Surface Modification Techniques for Enhanced Safety of Light Water Reactors: Recent Progress and Future Direction at THLAB"", Korean Nuclear Society, 2016.",
2016,"Nam Kyung Kim, Joongoo Jeon, Wonjun Choi, Kyusang Song, Gyoodong Jeun, Sung Joong Kim, ""Investigation of Local Hydrogen Risk in the RDT Compartment of OPR1000 under SBO Scenario"", Korean Nuclear Society, 2016.",
2016,"Doyoung Shin, Uiju Jeong, Sung Joong Kim, ""CFD Analysis on the Passive Heat Removal by Helium and Air in the Canister of Spent Fuel Dry Storage System"", Korean Nuclear Society, 2016.",
2015,"Seongnyeon Lee, Jung-Jae Lee, Sung Joong Kim, Se Hong Oh, Cheongryul Choi, Yong-Jin Cho, ""Evaluation of Hydrogen Distribution against THAI HM-2 Experiment using MELCOR and CFX"", 2015.",
2015,"Yongjae Lee, Seungwon Seo, Hwan-Yeol Kim, Sung Joong Kim, ""Analysis of Onset of Oxidation during Hypothesized Severe Accidents of Korean Optimized Power Reactor 1000"", ICAPP, 2015.",
2015,"Honghyun Son, Uiju Jeong, Gwang Hyeok Seo, Gyoodong Jeun, Sung Joong Kim, ""Effect of Wettability and Capillary Wicking Changes Induced by Oxidation on the Pool Boiling Critical Heat Flux"", ICAPP, 2015.",
2015,"Honghyun Son, Uiju Jeong, Gwang Hyeok Seo, Gyoodong Jeun, Sung Joong Kim, ""Effect of oxide layer thickness on the pool boiling critical heat flux of pre-oxidized RPV material"", NURETH-16, 2015.",
2015,"Gwang Hyeok Seo, Honghyun Son, Uiju Jeong, Gyoodong Jeun, Sung Joong Kim, ""Effects of various thin film coating techniques on pool boiling heat transfer"", NURETH-16, 2015.",
2015,"Yongjae Lee, Wonjun Choi, Sungchu Song, Namduk Suh, Seon Oh Yu, Sung Joong Kim, ""Preliminary Evaluation of Hydrogen Risk for Pressurized Heavy Water Reactor Using MELCOR Code"", WORTH-7, 2015.",
2015,"Wonjun Choi, Yongjae Lee, Hwan-Yeol Kim, Rae-Joon Park, Sung Joong Kim, ""Severe Accident Analysis of Steam Generator Tube Rupture Postulated for the OPR1000 using MELCOR"", WORTH-7, 2015.",
2015,"Kyusang Song, Honghyun Son, Uiju Jeong, Sung Joong Kim, ""Thermal-Hydraulic Effects of Stud Shape and Size on the Safety Margin of Core Catcher System"", Korean Nuclear Society, 2015.",
2015,"Wonjun Choi, Yongjae Lee, Sung Joong Kim, Hwan-Yeol Kim, Rae-Joon Park, ""Effect of In-Vessel Retention Strategies under Postulated SGTR Accidents of OPR1000"", Korean Nuclear Society, 2015.",
2015,"Kyusang Song, Honghyun Son, Uiju Jeong, Doyoung Shin, Gwang Hyeok Seo, Gyoodong Jeun, Sung Joong Kim, ""Experimental Study for Effects of the Stud shape of the Core Catcher System"", Korean Nuclear Society, 2015.",
2015,"Wonjun Choi, Yongjae Lee, Sung Joong Kim, Hwan-Yeol Kim, ""Effectiveness of Modified Jakob Number as a SAMG Entry Condition"", Korean Nuclear Society, 2015.",
2015,"Gwang Hyeok Seo, Honghyun Son, Uiju Jeong, Gyoodong Jeun, Sung Joong Kim, ""Pool Boiling Heat Transfer Characteristics of Chromium Coatings Deposited by RF Magnetron Sputtering"", Korean Nuclear Society, 2015.",
2014,"Gwang Hyeok Seo, Gyoodong Jeun, Sung Joong Kim, ""Superior Thermal Performance of SiC Cladding under Extreme Pool Boiling Conditions"", American Nuclear Society, 2014.",
2014,"Gwang Hyeok Seo, Jongwoong Yoon, Sung Joong Kim, Hayoung Hwang, Taehan Yeo, Woonjoon Choi, ""Enhanced Pool Boiling Critical Heat Flux of Water Using Carbon Nanotubes Adhesion on Stainless Steel Heaters"", American Nuclear Society, 2014.",
2014,"Yongjae Lee, Seungwon Seo, Sung Joong Kim, Kwang Soon Ha, Hwan-Yeol Kim, ""Reactor Core Coolability Analysis during Hypothesized Severe Accidents of OPR1000"", Korean Nuclear Society, 2014.",
2014,"Honghyun Son, Uiju Jeong, Gwang Hyeok Seo, Gyoodong Jeun, Sung Joong Kim, ""Oxidation Effect on Pool Boiling Heat Transfer in Atmospheric Saturated Water"", Korean Nuclear Society, 2014.",
2014,"Seungwon Seo, Gyoodong Jeun, Sung Joong Kim, Hwan-Yeol Kim, Kwang Soon Ha, ""The Effect of the SIT Injection Rate on Delaying RPV Failure during Severe Accidents"", Korean Nuclear Society, 2014.",
2014,"Uiju Jeong, Gwang Hyeok Seo, Gyoodong Jeun, Sung Joong Kim, ""A Preliminary Study of the Core Catcher System on Various Stud Shapes using FLUENT"", Korean Nuclear Society, 2014.",
2014,"Junkyu Han, Yongjae Lee, Sung Joong Kim, ""High-Speed Detection of Onset of Nucleate Boiling of DI Water at Stainless Steel Heater Confined in Narrow Rectangular Vertical Channel"", Korean Nuclear Society, 2014.",
2014,"Yongjae Lee, Gwang Hyeok Seo, Gyoodong Jeun, Sung Joong Kim, ""Preliminary Numerical Analysis of Convective Heat Transfer Loop Using MARS Code"", Korean Nuclear Society, 2014.",
2014,"Gwang Hyeok Seo, Gyoodong Jeun, Sung Joong Kim, ""Pool Boiling Behavior and Critical Heat Flux on Zircaloy and SiC Claddings in Deionized Water under Atmospheric Pressure"", Korean Nuclear Society, 2014.",
2013,"Sung Joong Kim, “Thermal-Hydraulic Analysis for HEU and LEU Transitional Core Conversion of the MIT Research Reactor”, American Nuclear Society, 2013.",
2013,"Gwanghyeok Seo, Sung Joong Kim, “Experimental Study of Pool Boiling Heat Transfer and Critical Heat Flux on a Horizontal Zircaloy Tube”, KNS Spring proceeding, 2013.",
2013,"Uiju Jeong, Yoonho Kim, Sung Joong Kim, “CFD Analysis of Liquid Sodium Flow in the Vicinity of Permanent Magnet Probe Flow Meter using FLUENT”, ANS 2013 Student conference, 2013.",
2013,"Junkyu Han, Gwanghyeok Seo, Honghyun Son, Sung Joong Kim, “Determination of Onset of Nucleate Boiling in a Vertical Rectangular Channel at Atmospheric Pressure Rates” WORTH-6, 2013.",
2013,"Gwanghyeok Seo, Youngho Kim, Sung Joong Kim, “LBLOCA Analysis of OPR1000 with Deployment of Severe Accident Tolerable SiC Fuel Cladding”, ICAPP, 2013.",
2013,"Honghyun Son, Gwanghyeok Seo, Sung Joong Kim, “MARS Code Assessment of Main Steam Line Break accident in ATLAS”, KNS Spring proceeding, 2013.",
2013,"Seungwon Seo, Sung Joong Kim, “MELCOR Simulation of Direct Depressurization Strategy for Total Loss of Feed Water Accident”, KNS Spring proceeding, 2013.",
2013,"Junkyu Han, Youngho Kim, Sung Joong Kim, “Visualization of Onset of Nucleate Boiling in a Narrow Rectangular Channel at Low Pressure”, Paper ICMF2013-345, International Conference on Multiphase Flow 2013, Jeju, Korea, May 26-31, 2013.",
2013,"Gwang Hyeok Seo, Junkyu Han, Gyoodong Jeun, Sung Joong Kim, “Pool Boiling Heat Transfer Characteristics of Severe Accident Tolerable SiC Fuel Cladding”, Paper ICMF2013-344, International Conference on Multiphase Flow 2013, Jeju, Korea, May 26-31, 2013.",
2013,"Gwang Hyeok Seo, Junkyu Han, Gyoodong Jeun, Sung Joong Kim, “Experimental Study of Boiling Heat Transfer of Steam Oxidized Zircaloy Tube”, Paper ####, 2013 International Congress on Advances in Nuclear Power Plants, Jeju, Korea, April 14-18, 2013.",
2013,"Youngho Kim, Seongnyeon Lee, Gwang Hyeok Seo, Sung Joong Kim, “Computational LOCA Analysis of OPR1000 with Severe Accident Tolerable SiC Fuel Cladding”, Paper ####, 2013 International Congress on Advances in Nuclear Power Plants, Jeju, Korea, April 14-18, 2013.",
2012,"Seongnyeon Lee, Gwang Hyeok Seo, Sung Joong Kim, “Computational Analysis of Grid Effect of RBHT Experiment Using MARS-KS and FLUENT”, Paper Number N8P1092, The Eighth Japan-Korea Symposium on Nuclear Thermal Hydraulics and Safety, Beppu, Japan, December 9-12, 2012.",
2012,"Yoonho Kim, Ui Ju Jeong, Sung Joong Kim, “State-of-the-art Measurement Techniques for Thermal Parameters of Liquid Metal Flow”, Paper Number N8P1025, The Eighth Japan-Korea Symposium on Nuclear Thermal Hydraulics and Safety, Beppu, Japan, December 9-12, 2012.",
2012,"Gwang Hyeok Seo, Seongnyeon Lee, Gyoodong Jeun, Sung Joong Kim, “Effect of Oxidation on the Wettability Change with Metal Surfaces”, Transactions of the Korean Nuclear Society Autumn Meeting, Gyeongju, Korea, October 25-26, 2012.",
2012,"Uiju Jeong, Yoon Ho Kim, Sung Joong Kim, “Computational Analysis of Distorted Velocity and Temperature Profiles of Sodium Flow in the Vicinity of Local Velocity Probe”, Transactions of the Korean Nuclear Society Autumn Meeting, Gyeongju, Korea, October 25-26, 2012.",
2012,"Seongnyeon Lee, Hwan-Yeol Kim, Jong-Hwa Park, Sung Joong Kim, “MELCOR Simulation of Postulated Severe Accidents in OPR1000”, Transactions of the Korean Nuclear Society Autumn Meeting, Gyeongju, Korea, October 25-26, 2012.",
2012,"Sung Joong Kim, D. Carpenter, G. Kohse, K. Terrani, L. W. Hu, “Thermal-Hydraulic Analysis of LWR Hydride Fuel Irradiation Experiment in MITR”, American Nuclear Society 2012 Annual Meeting, Embedded Topical Meeting: NFSM, Chicago, Illinois, USA, June 24-28, 2012.",
2012,"Gwang Hyeok Seo, Gyoodong Jeun, Sung Joong Kim, “A State-of-the-art of Wettability Effect on Boiling Heat Transfer Enhancement”, Transactions of the Korean Nuclear Society Spring Meeting, Jeju, Korea, May 17-18, 2012.",
2012,"Seongnyeon Lee, Gwang Hyeok Seo, Sung Joong Kim, “Severe Accident Analysis of OPR1000 Postulating SBO and SBLOCA Using MELCOR”, Paper 187, 15th International Topical Meeting on Nuclear Reactor Thermalhydraulics, Pisa, Italy, May 12-16, 2012.",
2012,"Gwang Hyeok Seo, Gyoodong Jeun, Sung Joong Kim, “MARS Assessment of RBHT Experimental Data for Various Pressures and Flooding Rates”, Paper 308, 15th International Topical Meeting on Nuclear Reactor Thermalhydraulics, Pisa, Italy, May 12-16, 2012.",
2012,"Uiju Jeong, Yun Ho Kim, Sung Joong Kim, “Experimental and Computational Investigation on Thermal Flow Measurement of Liquid Sodium in the ITSL”, Paper 311, 15th International Topical Meeting on Nuclear Reactor Thermalhydraulics, Pisa, Italy, May 12-16, 2012.",
2010,"Sung Joong Kim, Y. C. Ko, L. W. Hu, “Loss of Flow Accident Analysis of the MIT Research Reactor HEU-LEU Transitional Cores Using RELAP5-3D”, Paper 10224, Proceedings of ICAPP 2010, San Diego, CA, June 13-17, 2010.",
~2009,"B. Truong, L. W. Hu, J. Buongiorno, T. McKrell, Sung Joong Kim, “Subcooled Flow Boiling Critical Heat Flux Enhancement of Alumina Nanoparticle Pre-coated Tubing”, *ECI International Conference on Boiling Heat Transfer*, Florianópolis-SC-Brazil, May 3-7, 2009.",
~2009,"Sung Joong Kim, T. McKrell, J. Buongiorno, L. W. Hu, “Subcooled Flow Boiling Heat Transfer of Dilute Alumina, Zinc Oxide, and Diamond Nanofluids at Atmospheric Pressure”, Paper 032, *The 7^th^ International Topical Meeting on Nuclear Reactor Thermal Hydraulics, Operation and Safety (NUTHOS-7)*, Seoul, Korea, October 5-9, 2008.",
~2009,"Sung Joong Kim, T. McKrell, J. Buongiorno, L. W. Hu, “Experimental Study of Flow Critical Heat Flux in Low-Concentration Water-Based Nanofluids”, Paper 52321, *Proceedings of Micro/Nanoscale Heat Transfer International Conference (MNHT2008)*, Tainan, Taiwan, January 6-9, 2008.",
~2009,"Sung Joong Kim, T. McKrell, J. Buongiorno, L. W. Hu, “Enhancement of Flow Critical Heat Flux in Water-Based Nanofluids with Alumina Nanoparticles”, Paper B00005, *Proceedings of the 12^th^ International Topical Meeting on Nuclear Reactor Thermal-Hydraulics (NURETH-12)*, Pittsburgh, September 30-October 4, 2007.",
~2009,"Sung Joong Kim, B. Truong, J. Buongiorno, L. W. Hu, I. C. Bang, “Study of Two-phase Heat Transfer in Nanofluids for Nuclear Applications”, Paper 6005, *Proceedings of ICAPP ’06*, Reno, NV, USA, June 4-8, 2006. -",
~2009,"Yong H. Kim, Sung Joong Kim, Sang W. Noh, Kune Y. Suh, “Critical Heat Flux in One-Dimensional Downward-Heated Channel,” *American Nuclear Society Annual Meeting*, San Diego, CA, USA, June 1-5, 2003.",
~2009,"Sang W. Noh, Yong H. Kim, Sung Joong Kim, Kune Y. Suh, Joy L. Rempe, Fan B. Cheung, Sang B. Kim, “An Experimental Study of in Inclined One-Dimensional Channels,” *The 10^th^ International Topic Meeting on Nuclear Reactor Thermal Hydraulics (NURETH-10)*, Seoul, Korea, October 5-9, 2003.",
~2009,"Sung Joong Kim, Yong H. Kim, Sang W. Noh, Kune Y. Suh, Joy L. Rempe, Fan B. Cheung, Sang B. Kim, “Experimental Study of Critical Heat Flux in Inclined Rectangular Gap,” *International Conference on Global Environment and Advanced Nuclear Power Plants*, Kyoto, Japan, September 15-19, 2003.",
~2009,"Yong H. Kim, Sung Joong Kim, Sang W. Noh, Kune Y. Suh, “Critical Heat Flux in Narrow Gap in Two-Dimensional Slices under Uniform Heating Condition,” *The 17^th^ International Conference on Structural Mechanics in Reactor Technology*, Prague, Czech Republic, August 17-22, 2003.",
~2009,"Yong H. Kim, Sang W. Noh, Sung Joong Kim, Kune Y. Suh, “Azimuthal Critical Heat Flux in Narrow Rectangular Channels,” *Proceedings of the Korean Nuclear Society Spring Meeting*, Gyeongju, Korea, May 29-30, 2003.",
~2009,"Sung Joong Kim, Yong H. Kim, Kune Y. Suh, Joy L. Rempe, Fan B. Cheung, Sang B. Kim, “One-Dimensional Downward-Facing Critical Heat Flux Concerning Surface Orientation and Gap Size Effects,” *International Congress on Advances in Nuclear Power Plants, Cordoba, Spain, May 4-7, 2003.*",
~2009,"Yong H. Kim, Sung Joong Kim, Sang W. Noh, Kune Y. Suh, “Measurement of Critical Heat Flux in Narrow Gap with Two-Dimensional Slices,” *Proceedings of the Korean Nuclear Society Spring Meeting*, Kwangju, Korea, May 23-24, 2002.",
~2009,"Yong H. Kim, Sung Joong Kim, Sang W. Noh, Kune Y. Suh, “The Critical Heat Flux in Narrow Gap with Two-Dimensional Slice Geometry for Uniform Heating Method,” *Third Korea-Japan Symposium on Nuclear Thermal Hydraulics and Safety*, Gyeongju, Korea, October 13-16, 2002.",
